source,id_mrn,id_zhulab,name,formula,consensus_name,full_name,abbr,note,date
BioLib,,B004501,Nonenoylcarnitine (Car(9:1)_RT320),,Acylcarnitine C9:1,Nonenoylcarnitine,CAR 9:1,Acylcarnitines,20240724
BioLib,,B004502,Nonenoylcarnitine (Car(9:1)_RT336),,Acylcarnitine C9:1,Nonenoylcarnitine,CAR 9:1,Acylcarnitines,20240724
BioLib,,B004503,Nonenoylcarnitine (Car(9:1)_RT347),,Acylcarnitine C9:1,Nonenoylcarnitine,CAR 9:1,Acylcarnitines,20240724
BioLib,,B004701,Undecenoylcarnitine (Car(11:1)_RT383),,Acylcarnitine C11:1,Undecenoylcarnitine,CAR 11:1,Acylcarnitines,20240724
BioLib,,B004801,Dodecenoylcarnitine (Car(12:1)_RT402),,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240724
BioLib,,B004802,Dodecenoylcarnitine (Car(12:1)_RT409),,Acylcarnitine C12:1,Dodecenoylcarnitine,CAR 12:1,Acylcarnitines,20240724
BioLib,,B004901,Tridecenoylcarnitine (Car(13:1)_RT418),,Acylcarnitine C13:1,Tridecenoylcarnitine,CAR 13:1,Acylcarnitines,20240724
BioLib,,B005001,Tetradecenoylcarnitine (Car(14:1)_RT447),,Acylcarnitine C14:1,Tetradecenoylcarnitine,CAR 14:1,Acylcarnitines,20240724
BioLib,,B005002,Tetradecenoylcarnitine (Car(14:1)_RT438),,Acylcarnitine C14:1,Tetradecenoylcarnitine,CAR 14:1,Acylcarnitines,20240724
BioLib,,B005101,Pentadecenoylcarnitine (Car(15:1)_RT463),,Acylcarnitine C15:1,Pentadecenoylcarnitine,CAR 15:1,Acylcarnitines,20240724
BioLib,,B005201,Palmitoleylcarnitine (Car(16:1)_RT478),,Acylcarnitine C16:1,Palmitoleylcarnitine,CAR 16:1,Acylcarnitines,20240724
BioLib,,B005301,Heptadecenoylcarnitine (Car(17:1)_RT496),,Acylcarnitine C17:1,Heptadecenoylcarnitine,CAR 17:1,Acylcarnitines,20240724
BioLib,,B005401,Oleoylcarnitine (Car(18:1)_RT511),,Acylcarnitine C18:1,Oleoylcarnitine,CAR 18:1,Acylcarnitines,20240724
BioLib,,B005601,Eicoseneoylcarnitine (Car(20:1)_RT544),,Acylcarnitine C20:1,Eicoseneoylcarnitine,CAR 20:1,Acylcarnitines,20240724
BioLib,,B008101,Octadienylcarnitine (Car(8:2)_RT276),,Acylcarnitine C8:2,Octadienylcarnitine,CAR 8:2,Acylcarnitines,20240724
BioLib,,B008102,Octadienylcarnitine (Car(8:2)_RT268),,Acylcarnitine C8:2,Octadienylcarnitine,CAR 8:2,Acylcarnitines,20240724
BioLib,,B008201,Nonadienoylcarnitine (Car(9:2)_RT310),,Acylcarnitine C9:2,Nonadienoylcarnitine,CAR 9:2,Acylcarnitines,20240724
BioLib,,B008301,Decadienoylcarnitine (Car(10:2)_RT333),,Acylcarnitine C10:2,Decadienoylcarnitine,CAR 10:2,Acylcarnitines,20240724
BioLib,,B008302,Decadienoylcarnitine (Car(10:2)_RT350),,Acylcarnitine C10:2,Decadienoylcarnitine,CAR 10:2,Acylcarnitines,20240724
BioLib,,B008303,Decadienoylcarnitine (Car(10:2)_RT317),,Acylcarnitine C10:2,Decadienoylcarnitine,CAR 10:2,Acylcarnitines,20240724
BioLib,,B008304,Decadienoylcarnitine (Car(10:2)_RT347),,Acylcarnitine C10:2,Decadienoylcarnitine,CAR 10:2,Acylcarnitines,20240724
BioLib,,B008401,Undecadienoylcarnitine (Car(11:2)_RT360),,Acylcarnitine C11:2,Undecadienoylcarnitine,CAR 11:2,Acylcarnitines,20240724
BioLib,,B008501,Dodecadienoylcarnitine (Car(12:2)_RT382),,Acylcarnitine C12:2,Dodecadienoylcarnitine,CAR 12:2,Acylcarnitines,20240724
BioLib,,B008601,Tridecadienoylcarnitine (Car(13:2)_RT404),,Acylcarnitine C13:2,Tridecadienoylcarnitine,CAR 13:2,Acylcarnitines,20240724
BioLib,,B008701,Tetradecadienoylcarnitine (Car(14:2)_RT416),,Acylcarnitine C14:2,Tetradecadienoylcarnitine,CAR 14:2,Acylcarnitines,20240724
BioLib,,B008702,Tetradecadienoylcarnitine (Car(14:2)_RT400),,Acylcarnitine C14:2,Tetradecadienoylcarnitine,CAR 14:2,Acylcarnitines,20240724
BioLib,,B008801,Pentadecadienoylcarnitine (Car(15:2)_RT427),,Acylcarnitine C15:2,Pentadecadienoylcarnitine,CAR 15:2,Acylcarnitines,20240724
BioLib,,B008901,Hexadecadienoylcarnitine (Car(16:2)_RT456),,Acylcarnitine C16:2,Hexadecadienoylcarnitine,CAR 16:2,Acylcarnitines,20240724
BioLib,,B009001,Heptadecadienoylcarnitine (Car(17:2)_RT481),,Acylcarnitine C17:2,Heptadecadienoylcarnitine,CAR 17:2,Acylcarnitines,20240724
BioLib,,B009101,Linoleoylcarnitine (Car(18:2)_RT502),,Acylcarnitine C18:2,Linoleoylcarnitine,CAR 18:2,Acylcarnitines,20240724
BioLib,,B012001,Decatrienoylcarnitine (Car(10:3)_RT329),,Acylcarnitine C10:3,Decatrienoylcarnitine,CAR 10:3,Acylcarnitines,20240724
BioLib,,B012002,Decatrienoylcarnitine (Car(10:3)_RT316),,Acylcarnitine C10:3,Decatrienoylcarnitine,CAR 10:3,Acylcarnitines,20240724
BioLib,,B012003,Decatrienoylcarnitine (Car(10:3)_RT340),,Acylcarnitine C10:3,Decatrienoylcarnitine,CAR 10:3,Acylcarnitines,20240724
BioLib,,B012201,Dodecatrienoylcarnitine (Car(12:3)_RT353),,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240724
BioLib,,B012202,Dodecatrienoylcarnitine (Car(12:3)_RT366),,Acylcarnitine C12:3,Dodecatrienoylcarnitine,CAR 12:3,Acylcarnitines,20240724
BioLib,,B012301,Tridecatrienoylcarnitine (Car(13:3)_RT393),,Acylcarnitine C13:3,Tridecatrienoylcarnitine,CAR 13:3,Acylcarnitines,20240724
BioLib,,B012401,Tetradecatrienoylcarnitine (Car(14:3)_RT394),,Acylcarnitine C14:3,Tetradecatrienoylcarnitine,CAR 14:3,Acylcarnitines,20240724
BioLib,,B012402,Tetradecatrienoylcarnitine (Car(14:3)_RT406),,Acylcarnitine C14:3,Tetradecatrienoylcarnitine,CAR 14:3,Acylcarnitines,20240724
BioLib,,B012501,Pentadecatrienoylcarnitine (Car(15:3)_RT418),,Acylcarnitine C15:3,Pentadecatrienoylcarnitine,CAR 15:3,Acylcarnitines,20240724
BioLib,,B012601,Hexadecatrienoylcarnitine (Car(16:3)_RT442),,Acylcarnitine C16:3,Hexadecatrienoylcarnitine,CAR 16:3,Acylcarnitines,20240724
BioLib,,B012602,Hexadecatrienoylcarnitine (Car(16:3)_RT454),,Acylcarnitine C16:3,Hexadecatrienoylcarnitine,CAR 16:3,Acylcarnitines,20240724
BioLib,,B012801,Linolenoylcarnitine (Car(18:3)_RT472),,Acylcarnitine C18:3,Linolenoylcarnitine,CAR 18:3,Acylcarnitines,20240724
BioLib,,B015401,Benzoylcarnitine (Car(7:4)_RT229),,Acylcarnitine C7:4,Benzoylcarnitine,CAR 7:4,Acylcarnitines,20240724
BioLib,,B015701,Decatetraenoylcarnitine (Car(10:4)_RT316),,Acylcarnitine C10:4,Decatetraenoylcarnitine,CAR 10:4,Acylcarnitines,20240724
BioLib,,B015901,Dodecatetraenoylcarnitine (Car(12:4)_RT335),,Acylcarnitine C12:4,Dodecatetraenoylcarnitine,CAR 12:4,Acylcarnitines,20240724
BioLib,,B015902,Dodecatetraenoylcarnitine (Car(12:4)_RT347),,Acylcarnitine C12:4,Dodecatetraenoylcarnitine,CAR 12:4,Acylcarnitines,20240724
BioLib,,B016101,Tetradecatetraenoylcarnitine (Car(14:4)_RT388),,Acylcarnitine C14:4,Tetradecatetraenoylcarnitine,CAR 14:4,Acylcarnitines,20240724
BioLib,,B016301,Hexadecatetraenoylcarnitine (Car(16:4)_RT434),,Acylcarnitine C16:4,Hexadecatetraenoylcarnitine,CAR 16:4,Acylcarnitines,20240724
BioLib,,B016302,Hexadecatetraenoylcarnitine (Car(16:4)_RT421),,Acylcarnitine C16:4,Hexadecatetraenoylcarnitine,CAR 16:4,Acylcarnitines,20240724
BioLib,,B016501,Octadecatetraenoylcarnitine (Car(18:4)_RT460),,Acylcarnitine C18:4,Octadecatetraenoylcarnitine,CAR 18:4,Acylcarnitines,20240724
BioLib,,B019401,Decapentaenoylcarnitine (Car(10:5)_RT306),,Acylcarnitine C10:5,Decapentaenoylcarnitine,CAR 10:5,Acylcarnitines,20240724
BioLib,,B019601,Dodecapentaenoylcarnitine (Car(12:5)_RT330),,Acylcarnitine C12:5,Dodecapentaenoylcarnitine,CAR 12:5,Acylcarnitines,20240724
BioLib,,B020001,Hexadecapentaenoylcarnitine (Car(16:5)_RT413),,Acylcarnitine C16:5,Hexadecapentaenoylcarnitine,CAR 16:5,Acylcarnitines,20240724
BioLib,,B033701,Oxopentylcarnitine (Car(5:1-O)_RT68),,"Acylcarnitine C5:1,O",Hydroxypentenoylcarnitine,"CAR 5:1,O",Acylcarnitines,20240724
BioLib,,B034001,Oxooctanoylcarnitine (Car(8:1-O)_RT277),,"Acylcarnitine C8:1,O",Hydroxyoctenoylcarnitine,"CAR 8:1,O",Acylcarnitines,20240724
BioLib,,B034002,Oxooctanoylcarnitine (Car(8:1-O)_RT240),,"Acylcarnitine C8:1,O",Hydroxyoctenoylcarnitine,"CAR 8:1,O",Acylcarnitines,20240724
BioLib,,B034003,Oxooctanoylcarnitine (Car(8:1-O)_RT225),,"Acylcarnitine C8:1,O",Hydroxyoctenoylcarnitine,"CAR 8:1,O",Acylcarnitines,20240724
BioLib,,B034101,Oxononanoylcarnitine (Car(9:1-O)_RT300),,"Acylcarnitine C9:1,O",Hydroxynonenoylcarnitine,"CAR 9:1,O",Acylcarnitines,20240724
BioLib,,B034102,Oxononanoylcarnitine (Car(9:1-O)_RT245),,"Acylcarnitine C9:1,O",Hydroxynonenoylcarnitine,"CAR 9:1,O",Acylcarnitines,20240724
BioLib,,B034103,Oxononanoylcarnitine (Car(9:1-O)_RT257),,"Acylcarnitine C9:1,O",Hydroxynonenoylcarnitine,"CAR 9:1,O",Acylcarnitines,20240724
BioLib,,B034104,Oxononanoylcarnitine (Car(9:1-O)_RT275),,"Acylcarnitine C9:1,O",Hydroxynonenoylcarnitine,"CAR 9:1,O",Acylcarnitines,20240724
BioLib,,B034201,Oxodecanoylcarnitine (Car(10:1-O)_RT311),,"Acylcarnitine C10:1,O",Hydroxydecenoylcarnitine,"CAR 10:1,O",Acylcarnitines,20240724
BioLib,,B034202,Oxodecanoylcarnitine (Car(10:1-O)_RT267),,"Acylcarnitine C10:1,O",Hydroxydecenoylcarnitine,"CAR 10:1,O",Acylcarnitines,20240724
BioLib,,B034203,Oxodecanoylcarnitine (Car(10:1-O)_RT326),,"Acylcarnitine C10:1,O",Hydroxydecenoylcarnitine,"CAR 10:1,O",Acylcarnitines,20240724
BioLib,,B034204,Oxodecanoylcarnitine (Car(10:1-O)_RT343),,"Acylcarnitine C10:1,O",Hydroxydecenoylcarnitine,"CAR 10:1,O",Acylcarnitines,20240724
BioLib,,B034301,Oxoundecanoylcarnitine (Car(11:1-O)_RT340),,"Acylcarnitine C11:1,O",Hydroxyundecylenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240724
BioLib,,B034302,Oxoundecanoylcarnitine (Car(11:1-O)_RT285),,"Acylcarnitine C11:1,O",Hydroxyundecylenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240724
BioLib,,B034303,Oxoundecanoylcarnitine (Car(11:1-O)_RT352),,"Acylcarnitine C11:1,O",Hydroxyundecylenoylcarnitine,"CAR 11:1,O",Acylcarnitines,20240724
BioLib,,B034401,Oxododecanoylcarnitine (Car(12:1-O)_RT364),,"Acylcarnitine C12:1,O",Hydroxydodecenoylcarnitine,"CAR 12:1,O",Acylcarnitines,20240724
BioLib,,B034402,Oxododecanoylcarnitine (Car(12:1-O)_RT314),,"Acylcarnitine C12:1,O",Hydroxydodecenoylcarnitine,"CAR 12:1,O",Acylcarnitines,20240724
BioLib,,B034501,Oxotridecanoylcarnitine (Car(13:1-O)_RT331),,"Acylcarnitine C13:1,O",Hydroxytridecenoylcarnitine,"CAR 13:1,O",Acylcarnitines,20240724
BioLib,,B034502,Oxotridecanoylcarnitine (Car(13:1-O)_RT387),,"Acylcarnitine C13:1,O",Hydroxytridecenoylcarnitine,"CAR 13:1,O",Acylcarnitines,20240724
BioLib,,B034601,Oxotetradecanoylcarnitine (Car(14:1-O)_RT416),,"Acylcarnitine C14:1,O",Hydroxytetradecenoylcarnitine,"CAR 14:1,O",Acylcarnitines,20240724
BioLib,,B034701,Oxopentadecanoylcarnitine (Car(15:1-O)_RT438),,"Acylcarnitine C15:1,O",Hydroxypentadecenoylcarnitine,"CAR 15:1,O",Acylcarnitines,20240724
BioLib,,B034801,Oxopalmitoylcarnitine (Car(16:1-O)_RT453),,"Acylcarnitine C16:1,O",Hydroxyhexadecenoylcarnitine,"CAR 16:1,O",Acylcarnitines,20240724
BioLib,,B037701,Oxooctenoylcarnitine (Car(8:2-O)_RT230),,"Acylcarnitine C8:2,O",Hydroxyoctadienoylcarnitine,"CAR 8:2,O",Acylcarnitines,20240724
BioLib,,B037801,Oxononenoylcarnitine (Car(9:2-O)_RT229),,"Acylcarnitine C9:2,O",Hydroxynonadienoylcarnitine,"CAR 9:2,O",Acylcarnitines,20240724
BioLib,,B037901,Oxodecenoylcarnitine (Car(10:2-O)_RT249),,"Acylcarnitine C10:2,O",Hydroxydecadienoylcarnitine,"CAR 10:2,O",Acylcarnitines,20240724
BioLib,,B038001,Oxoundecenoylcarnitine (Car(11:2-O)_RT273),,"Acylcarnitine C11:2,O",Hydroxyundecadienoylcarnitine,"CAR 11:2,O",Acylcarnitines,20240724
BioLib,,B038101,Oxododecenoylcarnitine (Car(12:2-O)_RT353),,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240724
BioLib,,B038102,Oxododecenoylcarnitine (Car(12:2-O)_RT340),,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240724
BioLib,,B038103,Oxododecenoylcarnitine (Car(12:2-O)_RT301),,"Acylcarnitine C12:2,O",Hydroxydodecadienoylcarnitine,"CAR 12:2,O",Acylcarnitines,20240724
BioLib,,B038201,Oxotridecenoylcarnitine (Car(13:2-O)_RT319),,"Acylcarnitine C13:2,O",Hydroxytridecadienoylcarnitine,"CAR 13:2,O",Acylcarnitines,20240724
BioLib,,B038301,Oxotetradecenoylcarnitine (Car(14:2-O)_RT389),,"Acylcarnitine C14:2,O",Hydroxytetradecadienoylcarnitine,"CAR 14:2,O",Acylcarnitines,20240724
BioLib,,B038302,Oxotetradecenoylcarnitine (Car(14:2-O)_RT399),,"Acylcarnitine C14:2,O",Hydroxytetradecadienoylcarnitine,"CAR 14:2,O",Acylcarnitines,20240724
BioLib,,B038501,Oxopalmitoleylcarnitine (Car(16:2-O)_RT395),,"Acylcarnitine C16:2,O",Hydroxyhexadecadienoylcarnitine,"CAR 16:2,O",Acylcarnitines,20240724
BioLib,,B038502,Oxopalmitoleylcarnitine (Car(16:2-O)_RT441),,"Acylcarnitine C16:2,O",Hydroxyhexadecadienoylcarnitine,"CAR 16:2,O",Acylcarnitines,20240724
BioLib,,B041601,Oxodecadienoylcarnitine (Car(10:3-O)_RT335),,"Acylcarnitine C10:3,O",Hydroxydecatrienoylcarnitine,"CAR 10:3,O",Acylcarnitines,20240724
BioLib,,B041602,Oxodecadienoylcarnitine (Car(10:3-O)_RT239),,"Acylcarnitine C10:3,O",Hydroxydecatrienoylcarnitine,"CAR 10:3,O",Acylcarnitines,20240724
BioLib,,B041603,Oxodecadienoylcarnitine (Car(10:3-O)_RT283),,"Acylcarnitine C10:3,O",Hydroxydecatrienoylcarnitine,"CAR 10:3,O",Acylcarnitines,20240724
BioLib,,B041801,Oxododecadienoylcarnitine (Car(12:3-O)_RT285),,"Acylcarnitine C12:3,O",Hydroxydodecatrienoylcarnitine,"CAR 12:3,O",Acylcarnitines,20240724
BioLib,,B041802,Oxododecadienoylcarnitine (Car(12:3-O)_RT329),,"Acylcarnitine C12:3,O",Hydroxydodecatrienoylcarnitine,"CAR 12:3,O",Acylcarnitines,20240724
BioLib,,B042001,Oxotetradecadienoylcarnitine (Car(14:3-O)_RT366),,"Acylcarnitine C14:3,O",Hydroxytetradecatrienoylcarnitine,"CAR 14:3,O",Acylcarnitines,20240724
BioLib,,B042201,Oxohexadecadienoylcarnitine (Car(16:3-O)_RT418),,"Acylcarnitine C16:3,O",Hydroxyhexadecatrienoylcarnitine,"CAR 16:3,O",Acylcarnitines,20240724
BioLib,,B042202,Oxohexadecadienoylcarnitine (Car(16:3-O)_RT407),,"Acylcarnitine C16:3,O",Hydroxyhexadecatrienoylcarnitine,"CAR 16:3,O",Acylcarnitines,20240724
BioLib,,B042401,Oxohexadecadienoylcarnitine (Car(18:3-O)_RT449),,"Acylcarnitine C18:3,O",Hydroxylinolenylcarnitine,"CAR 18:3,O",Acylcarnitines,20240724
BioLib,,B045101,Oxooctatrienylcarnitine (Car(8:4-O)_RT214),,"Acylcarnitine C8:4,O",Methoxybenzoylcarnitine,"CAR 8:4,O",Acylcarnitines,20240724
BioLib,,B045102,Oxooctatrienylcarnitine (Car(8:4-O)_RT211),,"Acylcarnitine C8:4,O",Methoxybenzoylcarnitine,"CAR 8:4,O",Acylcarnitines,20240724
BioLib,,B045201,Oxononatrienoylcarnitine (Car(9:4-O)_RT234),,"Acylcarnitine C9:4,O",Methoxymethylbenzoylcarnitine,"CAR 9:4,O",Acylcarnitines,20240724
BioLib,,B045301,Oxodecatrienoylcarnitine (Car(10:4-O)_RT314),,"Acylcarnitine C10:4,O",Methoxyphenylpropionylcarnitine,"CAR 10:4,O",Acylcarnitines,20240724
BioLib,,B045901,Oxohexadecatrienoylcarnitine (Car(16:4-O)_RT396),,"Acylcarnitine C16:4,O",Hydroxyhexadecatetraenoylcarnitine,"CAR 16:4,O",Acylcarnitines,20240724
BioLib,,B052501,Octenedioylcarnitine (Car(8:1-O2)_RT218),,"Acylcarnitine C8:1,O2",Octanedioylcarnitine,"CAR 8:1,O2",Acylcarnitines,20240724
BioLib,,B052601,Nonenedioylcarnitine (Car(9:1-O2)_RT241),,"Acylcarnitine C9:1,O2",Azelaylcarnitine,"CAR 9:1,O2",Acylcarnitines,20240724
BioLib,,B052701,Decenedioylcarnitine (Car(10:1-O2)_RT270),,"Acylcarnitine C10:1,O2",Sebacoylcarnitine,"CAR 10:1,O2",Acylcarnitines,20240724
BioLib,,B052702,Decenedioylcarnitine (Car(10:1-O2)_RT215),,"Acylcarnitine C10:1,O2",Sebacoylcarnitine,"CAR 10:1,O2",Acylcarnitines,20240724
BioLib,,B052801,Undecenedioylcarnitine (Car(11:1-O2)_RT289),,"Acylcarnitine C11:1,O2",Undecanedioylcarnitine,"CAR 11:1,O2",Acylcarnitines,20240724
BioLib,,B052802,Undecenedioylcarnitine (Car(11:1-O2)_RT313),,"Acylcarnitine C11:1,O2",Undecanedioylcarnitine,"CAR 11:1,O2",Acylcarnitines,20240724
BioLib,,B052901,Dodecenedioylcarnitine (Car(12:1-O2)_RT315),,"Acylcarnitine C12:1,O2",Dodecanedioylcarnitine,"CAR 12:1,O2",Acylcarnitines,20240724
BioLib,,B052902,Dodecenedioylcarnitine (Car(12:1-O2)_RT285),,"Acylcarnitine C12:1,O2",Dodecanedioylcarnitine,"CAR 12:1,O2",Acylcarnitines,20240724
BioLib,,B052903,Dodecenedioylcarnitine (Car(12:1-O2)_RT257),,"Acylcarnitine C12:1,O2",Dodecanedioylcarnitine,"CAR 12:1,O2",Acylcarnitines,20240724
BioLib,,B053001,Tridecenedioylcarnitine (Car(13:1-O2)_RT329),,"Acylcarnitine C13:1,O2",Tridecanedioylcarnitine,"CAR 13:1,O2",Acylcarnitines,20240724
BioLib,,B053101,Tetradecenedioylcarnitine (Car(14:1-O2)_RT350),,"Acylcarnitine C14:1,O2",Tetradecanedioylcarnitine,"CAR 14:1,O2",Acylcarnitines,20240724
BioLib,,B053102,Tetradecenedioylcarnitine (Car(14:1-O2)_RT378),,"Acylcarnitine C14:1,O2",Tetradecanedioylcarnitine,"CAR 14:1,O2",Acylcarnitines,20240724
BioLib,,B053103,Tetradecenedioylcarnitine (Car(14:1-O2)_RT304),,"Acylcarnitine C14:1,O2",Tetradecanedioylcarnitine,"CAR 14:1,O2",Acylcarnitines,20240724
BioLib,,B053104,Tetradecenedioylcarnitine (Car(14:1-O2)_RT361),,"Acylcarnitine C14:1,O2",Tetradecanedioylcarnitine,"CAR 14:1,O2",Acylcarnitines,20240724
BioLib,,B053301,Hexadecenedioylcarnitine (Car(16:1-O2)_RT414),,"Acylcarnitine C16:1,O2",Hexadecanedioylcarnitine,"CAR 16:1,O2",Acylcarnitines,20240724
BioLib,,B056201,Octadienedioylcarnitine (Car(8:2-O2)_RT212),,"Acylcarnitine C8:2,O2",Octenedioylcarnitine,"CAR 8:2,O2",Acylcarnitines,20240724
BioLib,,B056401,Decadienedioylcarnitine (Car(10:2-O2)_RT255),,"Acylcarnitine C10:2,O2",Decenedioylcarnitine,"CAR 10:2,O2",Acylcarnitines,20240724
BioLib,,B056601,Dodecadienedioylcarnitine (Car(12:2-O2)_RT303),,"Acylcarnitine C12:2,O2",Dodecenedioylcarnitine,"CAR 12:2,O2",Acylcarnitines,20240724
BioLib,,B056801,Tetradecadienedioylcarnitine (Car(14:2-O2)_RT372),,"Acylcarnitine C14:2,O2",Tetradecenedioylcarnitine,"CAR 14:2,O2",Acylcarnitines,20240724
BioLib,,B057001,Hexadecadienedioylcarnitine (Car(16:2-O2)_RT403),,"Acylcarnitine C16:2,O2",Hexadecenedioylcarnitine,"CAR 16:2,O2",Acylcarnitines,20240724
BioLib,,B060001,Nonatrienedioylcarnitine (Car(9:3-O2)_RT217),,"Acylcarnitine C9:3,O2",Nonadienedioylcarnitine,"CAR 9:3,O2",Acylcarnitines,20240724
BioLib,,B060101,Decatrienedioylcarnitine (Car(10:3-O2)_RT236),,"Acylcarnitine C10:3,O2",Decadienedioylcarnitine,"CAR 10:3,O2",Acylcarnitines,20240724
BioLib,,B060102,Decatrienedioylcarnitine (Car(10:3-O2)_RT242),,"Acylcarnitine C10:3,O2",Decadienedioylcarnitine,"CAR 10:3,O2",Acylcarnitines,20240724
BioLib,,B060201,Undecatrienedioylcarnitine (Car(11:3-O2)_RT246),,"Acylcarnitine C11:3,O2",Undecadienedioylcarnitine,"CAR 11:3,O2",Acylcarnitines,20240724
BioLib,,B060301,Dodecatrienedioylcarnitine (Car(12:3-O2)_RT283),,"Acylcarnitine C12:3,O2",Dodecadienedioylcarnitine,"CAR 12:3,O2",Acylcarnitines,20240724
BioLib,,B100201,Cer(d34:0)_RT621,,"Cer 34:0,O2",,"Cer 34:0,O2",Ceramides,20240724
BioLib,,B100901,LPA(20:4)_RT498,,LPA 20:4,,LPA 20:4,Monoacylglycerophosphates,20240724
BioLib,,B101001,LPA(20:5)_RT501,,LPA 20:5,,LPA 20:5,Monoacylglycerophosphates,20240724
BioLib,,B101101,LPA(22:6)_RT493,,LPA 22:6,,LPA 22:6,Monoacylglycerophosphates,20240724
BioLib,,B101801,LPC(16:1)_RT487,,LPC 16:1,,LPC 16:1,Glycerophosphocholines,20240724
BioLib,,B101803,LPC(16:1)_RT504,,LPC 16:1,,LPC 16:1,Glycerophosphocholines,20240724
BioLib,,B102001,LPC(17:1)_RT503,,LPC 17:1,,LPC 17:1,Glycerophosphocholines,20240724
BioLib,,B102101,LPC(17:2)_RT481,,LPC 17:2,,LPC 17:2,Glycerophosphocholines,20240724
BioLib,,B102301,LPC(18:3)_RT477,,LPC 18:3,,LPC 18:3,Glycerophosphocholines,20240724
BioLib,,B102401,LPC(18:4)_RT460,,LPC 18:4,,LPC 18:4,Glycerophosphocholines,20240724
BioLib,,B102501,LPC(19:0)_RT555,,LPC 19:0,,LPC 19:0,Glycerophosphocholines,20240724
BioLib,,B102701,LPC(20:3)_RT505,,LPC 20:3,,LPC 20:3,Glycerophosphocholines,20240724
BioLib,,B102801,LPC(20:4)_RT492,,LPC 20:4,,LPC 20:4,Glycerophosphocholines,20240724
BioLib,,B102901,LPC(20:5)_RT473,,LPC 20:5,,LPC 20:5,Glycerophosphocholines,20240724
BioLib,,B103002,LPC(22:5)_RT501,,LPC 22:5,,LPC 22:5,Glycerophosphocholines,20240724
BioLib,,B103102,LPC(22:6)_RT487,,LPC 22:6,,LPC 22:6,Glycerophosphocholines,20240724
BioLib,,B103201,LPC(30:0)_RT565,,LPC 30:0,,LPC 30:0,Glycerophosphocholines,20240724
BioLib,,B103301,LPC(32:0)_RT621,,LPC 32:0,,LPC 32:0,Glycerophosphocholines,20240724
